Sales,Quantity,Discount,Shipping Duration,Profit Margin,Sales per Quantity,Order Year,Order Month,Order Quarter,Order Day of Week,Ship Mode_Encoded,Segment_Encoded,Region_Encoded,Category_Encoded,Sub-Category_Encoded,Profit
14.56,2,0.0,5,0.42999999999999994,7.28,2017,5,2,3,3,0,1,0,9,6.2608
3.048,1,0.2,5,0.33749999999999997,3.048,2017,5,2,3,3,0,1,1,3,1.0287
25.92,5,0.2,2,0.3499999999999999,5.184,2017,5,2,5,2,0,2,1,12,9.072
835.17,7,0.0,7,0.02,119.30999999999999,2016,6,2,3,3,0,1,1,15,16.7034
17.34,3,0.0,5,0.49000000000000005,5.78,2016,5,2,0,2,0,3,1,12,8.4966
44.384,1,0.2,5,0.35,44.384,2017,11,4,5,3,0,2,1,12,15.5344
2.944,1,0.2,5,-0.225,2.944,2017,11,4,5,3,0,2,1,15,-0.6624
6.368,2,0.2,4,0.16249999999999998,3.184,2016,11,4,4,3,2,0,1,2,1.0348
48.848,2,0.2,4,0.325,24.424,2016,11,4,4,3,2,0,1,10,15.8756
19.648,2,0.2,4,0.33749999999999997,9.824,2016,11,4,4,3,2,0,1,12,6.6312
255.108,6,0.3,4,-0.07142857142857144,42.518,2016,11,4,4,3,2,0,0,5,-18.222
17.248,2,0.2,2,0.35,8.624,2014,11,4,4,2,0,1,1,3,6.0368
159.984,2,0.2,7,0.0875,79.992,2016,3,1,1,3,1,3,2,13,13.9986
12.7,2,0.0,4,0.46,6.35,2017,1,1,6,3,0,1,1,12,5.842
5.47,1,0.0,5,0.43000000000000005,5.47,2014,4,2,4,3,0,0,0,9,2.3521
79.36,4,0.0,5,0.3,19.84,2014,4,2,4,3,0,0,1,2,23.808
22.14,3,0.0,7,0.29,7.38,2016,6,2,6,3,0,3,0,9,6.4206
11.277,3,0.7,4,-0.7666666666666667,3.759,2016,5,2,6,3,0,2,1,3,-8.6457
4.448,2,0.2,4,0.075,2.224,2016,5,2,6,3,0,2,1,2,0.3336
44.76,3,0.2,4,0.325,14.92,2016,5,2,6,3,0,2,0,9,14.547
38.28,6,0.0,5,0.45999999999999996,6.38,2015,10,4,0,3,1,0,1,3,17.6088
149.95,5,0.0,5,0.30000000000000004,29.99,2015,10,4,0,3,1,0,2,13,44.985
12.84,3,0.0,1,0.27,4.28,2017,2,1,6,0,2,3,1,2,3.4668
44.67,3,0.0,1,0.27,14.89,2017,2,1,6,0,2,3,0,9,12.0609
7.872,3,0.2,6,0.1125,2.624,2016,9,3,3,3,0,1,1,2,0.8856
7.872,3,0.2,5,0.1125,2.624,2014,11,4,2,2,1,2,1,2,0.8856
88.04,4,0.0,5,0.25999999999999995,22.01,2016,4,2,4,3,0,1,1,2,22.8904
40.635,7,0.7,3,-0.8000000000000002,5.805,2016,5,2,4,0,2,3,1,3,-32.508
5.728,8,0.8,4,-1.6,0.716,2015,6,2,0,3,1,0,1,3,-9.1648
42.24,10,0.2,4,0.31249999999999994,4.224,2015,6,2,0,3,1,0,1,12,13.2
53.82,9,0.0,4,0.45,5.98,2014,11,4,5,3,0,3,1,12,24.219
79.36,4,0.0,2,0.26,19.84,2015,2,1,6,2,2,0,1,2,20.6336
13.48,2,0.0,4,0.5,6.74,2016,3,1,1,3,0,1,1,12,6.74
29.8,5,0.2,4,0.3125,5.96,2016,3,1,1,3,0,1,1,3,9.3125
414.0,8,0.0,4,0.3,51.75,2016,3,1,1,3,0,1,0,9,124.2
41.328,7,0.2,4,0.3625,5.904000000000001,2016,3,1,1,3,0,1,1,3,14.9814
39.92,4,0.0,2,0.27999999999999997,9.98,2016,10,4,5,0,0,2,0,9,11.1776
8.94,3,0.0,5,0.46,2.98,2017,10,4,0,3,2,3,1,8,4.1124
84.784,2,0.2,5,-0.23749999999999996,42.392,2017,10,4,0,3,2,3,2,13,-20.1362
53.316,2,0.4,4,-0.36666666666666664,26.658,2014,12,4,1,3,1,1,0,16,-19.5492
56.52,3,0.0,4,0.27999999999999997,18.84,2014,12,4,1,3,1,1,1,1,15.8256
22.77,3,0.0,5,0.43,7.59,2017,12,4,4,3,2,3,0,9,9.7911
287.968,4,0.2,2,-0.012499999999999999,71.992,2016,7,3,3,2,0,3,0,5,-3.5996
2799.96,5,0.2,2,0.33749999999999997,559.992,2016,7,3,3,2,0,3,2,6,944.9865
48.94,1,0.0,2,0.5,48.94,2016,7,3,3,2,0,3,1,12,24.47
257.499,3,0.15,4,0.09411764705882351,85.83300000000001,2016,4,2,6,3,0,3,0,4,24.2352
2591.56,4,0.0,6,0.24,647.89,2017,4,2,5,3,2,1,1,14,621.9744
41.95,5,0.0,6,0.25,8.39,2017,4,2,5,3,2,1,1,1,10.4875
79.12,5,0.2,5,0.175,15.824000000000002,2016,4,2,6,3,1,2,0,9,13.846
52.96,2,0.0,2,0.38,26.48,2014,11,4,1,2,0,1,0,9,20.1248
286.344,3,0.2,5,-0.22500000000000003,95.448,2014,11,4,0,3,0,1,1,15,-64.4274
63.552,3,0.2,4,0.225,21.184,2015,5,2,4,3,1,2,0,9,14.2992
41.376,3,0.2,4,0.1125,13.792,2015,5,2,4,3,1,2,1,15,4.6548
172.704,6,0.2,4,0.0625,28.784000000000002,2015,5,2,4,3,1,2,1,2,10.794
512.94,3,0.0,4,0.18999999999999997,170.98000000000002,2015,3,1,6,3,0,0,0,4,97.4586
860.93,7,0.0,4,0.22,122.99,2015,3,1,6,3,0,0,0,5,189.4046
769.95,5,0.0,4,0.29,153.99,2015,3,1,6,3,0,0,2,13,223.2855
14.98,1,0.0,4,0.3,14.98,2015,3,1,6,3,0,0,1,2,4.494
373.08,6,0.0,4,0.22000000000000003,62.18,2015,3,1,6,3,0,0,0,9,82.0776
231.92,5,0.2,3,0.025,46.384,2015,7,3,4,2,1,2,0,4,5.798
63.47,11,0.0,5,0.3,5.77,2014,10,4,5,3,2,3,0,9,19.041
345.0,5,0.0,5,0.16999999999999998,69.0,2014,10,4,5,3,2,3,2,0,58.65
637.896,3,0.3,5,-0.2,212.63199999999998,2016,3,1,3,3,0,0,0,16,-127.5792
287.91,3,0.4,5,0.11666666666666665,95.97000000000001,2016,3,1,3,3,0,0,2,11,33.5895
36.6,3,0.2,5,0.32499999999999996,12.200000000000001,2016,3,1,3,3,0,0,1,7,11.895
1.78,1,0.0,6,0.28,1.78,2015,12,4,3,3,0,2,1,2,0.4984
25.92,4,0.0,6,0.4799999999999999,6.48,2015,12,4,3,3,0,2,1,12,12.4416
101.94,6,0.0,6,0.21,16.99,2015,12,4,3,3,0,2,2,0,21.4074
6.848,2,0.2,4,0.0875,3.424,2015,12,4,4,3,1,3,1,2,0.5992
474.43,11,0.0,4,0.42000000000000004,43.13,2017,1,1,6,3,0,3,0,9,199.2606
8.448,2,0.2,3,0.3125,4.224,2017,11,4,1,0,0,1,1,12,2.64
39.296,4,0.2,3,0.1,9.824,2017,11,4,1,0,0,1,1,14,3.9296
17.12,4,0.0,5,0.29,4.28,2015,12,4,1,3,2,0,1,2,4.9648
542.94,3,0.0,5,0.27999999999999997,180.98000000000002,2015,8,3,6,3,0,2,1,1,152.0232
8.64,3,0.0,5,0.49,2.8800000000000003,2015,8,3,6,3,0,2,1,10,4.2336
193.8,5,0.0,5,0.49,38.760000000000005,2015,8,3,6,3,0,2,1,12,94.962
21.4,5,0.0,5,0.45000000000000007,4.279999999999999,2015,8,3,6,3,0,2,1,12,9.63
97.88,2,0.0,5,0.5,48.94,2015,8,3,6,3,0,2,1,12,48.94
251.91,9,0.0,5,0.19,27.99,2015,8,3,6,3,0,2,2,0,47.8629
25.86,3,0.0,5,0.26,8.62,2015,8,3,6,3,0,2,1,1,6.7236
170.058,3,0.3,5,-0.02857142857142857,56.686,2014,6,2,6,3,0,1,0,5,-4.8588
82.782,3,0.4,5,-0.18333333333333335,27.593999999999998,2014,6,2,6,3,0,1,2,13,-15.1767
853.93,5,0.3,5,0.0,170.786,2014,6,2,6,3,0,1,0,5,0.0
556.665,5,0.15,1,0.011764705882352943,111.333,2017,10,4,4,0,1,3,0,4,6.549
95.84,4,0.2,1,0.36249999999999993,23.96,2017,10,4,4,0,1,3,2,13,34.742
29.664,4,0.2,2,0.33749999999999997,7.416,2017,8,3,4,0,1,0,1,12,10.0116
9.184,7,0.2,2,0.31250000000000006,1.3119999999999998,2017,8,3,4,0,1,0,1,2,2.87
153.584,2,0.2,2,0.0875,76.792,2017,8,3,4,0,1,0,2,13,13.4386
12.864,8,0.8,2,-1.75,1.608,2017,8,3,4,0,1,0,1,3,-22.512
479.97,3,0.0,4,0.5,159.99,2017,12,4,6,3,0,2,2,11,239.985
232.88,4,0.0,4,0.26,58.22,2017,12,4,6,3,0,2,0,5,60.5488
236.88,6,0.0,4,0.28,39.48,2016,9,3,0,3,2,3,1,1,66.3264
29.9,5,0.0,4,0.49,5.9799999999999995,2016,9,3,0,3,2,3,1,12,14.651
100.0,4,0.0,4,0.21,25.0,2016,9,3,0,3,2,3,2,0,21.0
18.693,3,0.7,0,-0.7666666666666666,6.231000000000001,2016,12,4,0,1,1,1,1,3,-14.3313
383.952,6,0.2,0,0.2,63.992,2016,12,4,0,1,1,1,2,0,76.7904
24.816,2,0.2,4,0.0625,12.408,2015,12,4,0,3,0,0,1,14,1.551
24.9,5,0.0,4,0.33,4.9799999999999995,2014,12,4,0,3,1,3,0,9,8.217
21.12,4,0.0,4,0.44999999999999996,5.28,2014,12,4,0,3,1,3,1,12,9.504
767.952,6,0.2,4,0.37500000000000006,127.992,2014,12,4,0,3,1,3,2,11,287.982
14.352,3,0.2,4,0.32499999999999996,4.784,2014,12,4,0,3,1,3,1,3,4.6644
191.976,3,0.2,4,0.1,63.992,2014,12,4,0,3,1,3,2,13,19.1976
274.77,9,0.0,4,0.46,30.529999999999998,2014,12,4,0,3,1,3,1,10,126.3942
70.56,6,0.0,4,0.34,11.76,2014,12,4,0,3,1,3,0,9,23.9904
204.85,5,0.0,5,0.27999999999999997,40.97,2015,6,2,3,3,0,3,0,9,57.358
9.156,3,0.8,5,-1.5,3.052,2015,4,2,3,3,1,0,1,3,-13.734
23.992,2,0.8,4,-2.5999999999999996,11.996,2017,10,4,5,3,0,0,1,1,-62.3792
80.88,3,0.0,3,0.49000000000000005,26.959999999999997,2015,7,3,3,0,1,1,1,12,39.6312
599.9,10,0.0,3,0.32,59.989999999999995,2015,7,3,3,0,1,1,2,0,191.968
276.69,3,0.0,2,0.18,92.23,2017,6,2,5,2,0,1,0,9,49.8042
172.764,2,0.1,2,0.18888888888888888,86.382,2017,6,2,5,2,0,1,0,5,32.6332
4.224,3,0.2,4,0.35,1.4080000000000001,2014,9,3,0,3,1,1,1,2,1.4784
409.272,2,0.4,4,-0.2,204.636,2014,9,3,0,3,1,1,0,16,-81.8544
55.44,11,0.2,4,0.325,5.04,2014,9,3,0,3,1,1,1,10,18.018
20.928,4,0.2,4,0.32499999999999996,5.232,2014,9,3,0,3,1,1,1,12,6.8016
1801.632,6,0.2,4,-0.18749999999999997,300.272,2014,9,3,0,3,1,1,1,14,-337.806
67.176,1,0.4,4,-0.3,67.176,2014,9,3,0,3,1,1,0,16,-20.1528
646.2,5,0.2,4,-0.0125,129.24,2014,11,4,0,3,0,0,1,14,-8.0775
72.744,7,0.2,4,-0.2125,10.392,2015,11,4,4,3,0,3,2,13,-15.4581
572.16,3,0.2,4,0.0625,190.72,2015,11,4,4,3,0,3,0,5,35.76
68.112,3,0.2,6,0.2625,22.703999999999997,2016,11,4,1,3,0,0,2,0,17.8794
25.032,3,0.2,3,0.3125,8.344,2015,9,3,3,0,1,3,1,3,7.8225
39.992,1,0.2,4,0.1875,39.992,2016,3,1,3,3,0,1,2,0,7.4985
20.016,9,0.2,3,0.08750000000000001,2.2239999999999998,2014,6,2,0,0,0,2,1,2,1.7514
3.104,1,0.2,3,0.1125,3.104,2014,6,2,0,0,0,2,1,15,0.3492
7.52,5,0.2,4,0.1875,1.504,2014,11,4,5,3,1,2,1,8,1.41
10.272,3,0.2,4,0.08750000000000001,3.424,2014,11,4,5,3,1,2,1,2,0.8988
47.808,12,0.2,4,0.325,3.984,2014,11,4,5,3,1,2,1,10,15.5376
978.84,9,0.2,4,0.1125,108.76,2014,11,4,5,3,1,2,2,13,110.1195
13.14,9,0.8,3,-1.65,1.46,2016,8,3,6,0,0,0,1,3,-21.681
10.024,4,0.8,3,-1.6500000000000001,2.506,2016,8,3,6,0,0,0,1,3,-16.5396
156.3728,2,0.32,3,-0.338235294117647,78.1864,2016,8,3,6,0,0,0,0,4,-52.8908
999.98,2,0.0,2,0.44999999999999996,499.99,2015,12,4,6,2,2,0,2,6,449.991
821.94,6,0.0,3,0.25999999999999995,136.99,2015,9,3,3,0,2,0,2,13,213.7044
220.064,4,0.2,5,0.25,55.016,2017,11,4,2,3,0,2,0,9,55.016
339.136,4,0.2,5,0.0,84.784,2017,11,4,2,3,0,2,0,9,0.0
7.04,2,0.0,2,0.47000000000000003,3.52,2015,12,4,5,2,1,0,1,3,3.3088
5.04,4,0.0,2,0.04,1.26,2015,12,4,5,2,1,0,1,8,0.2016
116.28,3,0.0,2,0.49000000000000005,38.76,2015,12,4,5,2,1,0,1,12,56.9772
47.976,3,0.2,3,0.1,15.991999999999999,2015,12,4,0,0,0,2,2,13,4.7976
60.048,9,0.2,4,0.375,6.672000000000001,2016,9,3,6,3,1,3,1,12,22.518
5.022,1,0.7,4,-0.7,5.022,2016,9,3,6,3,1,3,1,3,-3.5154
182.994,3,0.8,6,-1.7500000000000002,60.998,2017,6,2,5,3,1,0,1,3,-320.2395
10.272,3,0.2,6,0.3125,3.424,2017,6,2,5,3,1,0,1,12,3.21
7.857,3,0.7,2,-0.7666666666666666,2.619,2017,9,3,3,0,2,3,1,3,-6.0237
302.384,2,0.2,2,0.09999999999999999,151.192,2016,8,3,3,2,1,3,2,13,30.2384
20.952,3,0.2,2,0.33749999999999997,6.984000000000001,2016,8,3,3,2,1,3,1,3,7.0713
11.784,3,0.2,2,0.33749999999999997,3.9280000000000004,2016,8,3,3,2,1,3,1,3,3.9771
638.82,9,0.0,7,0.27,70.98,2014,8,3,1,3,0,2,0,4,172.4814
20.7,2,0.0,4,0.48000000000000004,10.35,2016,4,2,4,3,1,1,1,10,9.936
10.95,3,0.0,4,0.30000000000000004,3.65,2016,4,2,4,3,1,1,1,15,3.285
14.352,3,0.2,4,0.32499999999999996,4.784,2016,4,2,4,3,1,1,1,3,4.6644
221.024,2,0.2,2,-0.25,110.512,2017,5,2,1,0,0,1,1,14,-55.256
3080.0,7,0.0,4,0.45999999999999996,440.0,2015,8,3,0,3,0,2,2,11,1416.8
79.96,4,0.0,4,0.23,19.99,2015,8,3,0,3,0,2,2,0,18.3908
587.97,3,0.0,4,0.29,195.99,2015,8,3,0,3,0,2,2,13,170.5113
32.4,5,0.0,5,0.48,6.4799999999999995,2014,9,3,1,3,0,0,1,12,15.552
404.9,5,0.0,5,0.04000000000000001,80.97999999999999,2014,9,3,1,3,0,0,1,14,16.196
9449.95,5,0.0,5,0.48999999999999994,1889.9900000000002,2014,9,3,1,3,0,0,1,3,4630.4755
12.94,2,0.0,5,0.5,6.47,2014,9,3,1,3,0,0,1,3,6.47
2.264,1,0.8,4,-2.3000000000000003,2.264,2017,6,2,0,3,0,0,1,1,-5.2072
0.444,1,0.8,4,-2.5,0.444,2017,6,2,0,3,0,0,1,1,-1.11
146.176,8,0.2,4,0.325,18.272,2017,6,2,0,3,0,0,1,12,47.5072
15.92,2,0.0,0,0.44,7.96,2017,12,4,3,1,2,0,0,9,7.0048
159.96,5,0.2,6,0.11249999999999999,31.992,2017,8,3,0,3,0,3,2,13,17.9955
13.76,2,0.2,6,0.3375,6.88,2017,8,3,0,3,0,3,1,3,4.644
4.312,2,0.8,4,-1.6,2.156,2016,8,3,0,3,0,0,1,3,-6.8992
13.96,2,0.0,0,0.02,6.98,2015,9,3,0,1,0,1,1,14,0.2792
27.414,3,0.4,0,-0.5166666666666666,9.138,2015,9,3,0,1,0,1,0,16,-14.1639
73.98,2,0.0,7,0.26999999999999996,36.99,2015,12,4,4,3,1,0,2,13,19.9746
160.98,1,0.0,7,0.13,160.98,2015,12,4,4,3,1,0,0,4,20.9274
17.34,3,0.0,7,0.49000000000000005,5.78,2015,12,4,4,3,1,0,1,12,8.4966
3.28,1,0.0,7,0.29000000000000004,3.28,2015,12,4,4,3,1,0,1,2,0.9512
8.856,3,0.2,5,0.3375,2.952,2015,5,2,5,3,1,0,1,10,2.9889
158.376,3,0.2,5,0.08750000000000001,52.792,2015,5,2,5,3,1,0,2,13,13.8579
1219.96,5,0.2,3,0.3125,243.99200000000002,2016,11,4,3,0,0,3,1,3,381.2375
3.168,2,0.2,5,0.3125,1.584,2015,11,4,1,3,0,3,1,3,0.99
19.44,3,0.0,5,0.48000000000000004,6.48,2015,11,4,1,3,0,3,1,12,9.3312
454.86,7,0.0,5,0.12,64.98,2015,11,4,1,3,0,3,1,14,54.5832
91.392,8,0.2,5,0.325,11.424,2015,11,4,1,3,0,3,1,3,29.7024
19.04,4,0.2,6,-0.075,4.76,2017,9,3,0,3,0,1,2,0,-1.428
37.44,6,0.0,1,0.45,6.239999999999999,2017,5,2,3,1,0,3,1,12,16.848
37.59,3,0.0,1,0.47,12.530000000000001,2017,5,2,3,1,0,3,1,10,17.6673
26.032,2,0.2,1,0.3625,13.016,2017,5,2,3,1,0,3,1,3,9.4366
35.91,3,0.0,7,0.27,11.969999999999999,2014,5,2,6,3,1,1,1,1,9.6957
91.032,3,0.2,4,-0.024999999999999998,30.343999999999998,2017,7,3,3,2,0,2,0,9,-2.2758
54.66,6,0.0,3,0.33,9.11,2017,5,2,5,0,0,2,1,2,18.0378
67.344,6,0.2,5,0.11250000000000002,11.223999999999998,2014,9,3,4,3,0,2,1,14,7.5762
2624.985,3,0.5,5,-0.36,874.995,2014,9,3,4,3,0,2,2,11,-944.9946
73.28,4,0.0,6,0.29,18.32,2015,3,1,6,3,0,3,1,1,21.2512
14.48,5,0.8,7,-1.65,2.896,2014,11,4,1,3,1,0,1,3,-23.892
11.952,3,0.2,7,0.3375,3.984,2015,7,3,3,3,0,2,1,12,4.0338
15.552,3,0.2,7,0.3625,5.184,2015,7,3,3,3,0,2,1,12,5.6376
45.0,9,0.0,5,0.48000000000000004,5.0,2014,9,3,0,3,0,2,1,8,21.6
209.97,3,0.0,5,0.43,69.99,2014,9,3,0,3,0,2,2,11,90.2871
112.12,5,0.2,6,0.375,22.424,2017,10,4,0,3,2,3,1,3,42.045
1575.14,7,0.0,6,0.13,225.02,2017,10,4,0,3,2,3,1,14,204.7682
25.06,7,0.0,4,0.5,3.5799999999999996,2017,11,4,6,3,0,2,1,8,12.53
6.924,6,0.8,2,-1.4999999999999998,1.1540000000000001,2016,12,4,4,0,1,0,1,3,-10.386
37.392,3,0.2,3,0.0625,12.464,2017,12,4,4,0,0,1,1,14,2.337
79.12,5,0.2,3,0.175,15.824000000000002,2017,12,4,4,0,0,1,0,9,13.846
18.9,3,0.0,4,0.4600000000000001,6.3,2016,6,2,0,3,0,0,1,10,8.694
57.42,9,0.0,4,0.45999999999999996,6.38,2014,5,2,0,3,0,0,1,3,26.4132
12.74,7,0.0,7,0.44999999999999996,1.82,2017,1,1,0,3,2,3,1,2,5.733
8.82,3,0.0,7,0.27,2.94,2017,1,1,0,3,2,3,1,2,2.3814
120.784,1,0.2,7,-0.1125,120.784,2017,1,1,0,3,2,3,0,5,-13.5882
322.59,3,0.0,6,0.2,107.52999999999999,2015,11,4,5,3,0,1,0,9,64.518
9.762,3,0.8,5,-1.5499999999999998,3.254,2017,10,4,0,3,0,0,1,3,-15.1311
13.72,1,0.2,5,0.0875,13.72,2017,10,4,0,3,0,0,1,14,1.2005
55.2,1,0.2,5,-0.0375,55.2,2017,10,4,0,3,0,0,2,0,-2.07
259.136,4,0.2,5,-0.22499999999999998,64.784,2017,10,4,0,3,0,0,1,14,-58.3056
29.24,5,0.2,4,0.33749999999999997,5.848,2017,9,3,3,3,0,1,1,10,9.8685
15.552,3,0.2,4,0.35000000000000003,5.184,2017,9,3,3,3,0,1,1,12,5.4432
4.896,3,0.2,4,0.3375,1.632,2017,9,3,3,3,0,1,1,7,1.6524
38.088,4,0.7,5,-0.7333333333333333,9.522,2016,12,4,3,3,1,2,1,3,-27.9312
2.808,3,0.7,5,-0.7000000000000001,0.9359999999999999,2016,12,4,3,3,1,2,1,3,-1.9656
47.984,2,0.2,4,0.012499999999999999,23.992,2015,12,4,5,2,0,1,2,0,0.5998
26.064,6,0.7,4,-0.7666666666666666,4.344,2015,12,4,5,2,0,1,1,3,-19.9824
15.696,3,0.2,7,0.325,5.232,2014,11,4,5,3,1,0,1,12,5.1012
12.84,3,0.0,7,0.29,4.28,2016,4,2,5,3,0,2,1,2,3.7236
539.97,3,0.0,4,0.25,179.99,2017,5,2,6,3,0,1,2,13,134.9925
22.58,2,0.0,4,0.26,11.29,2017,5,2,6,3,0,1,1,14,5.8708
16.52,4,0.0,4,0.46,4.13,2015,3,1,5,3,0,1,1,10,7.5992
671.94,3,0.0,4,0.47,223.98000000000002,2015,3,1,5,3,0,1,1,3,315.8118
169.064,7,0.2,2,-0.08750000000000001,24.151999999999997,2017,1,1,5,0,1,3,2,0,-14.7931
168.624,9,0.2,2,0.08750000000000001,18.736,2017,1,1,5,0,1,3,1,14,14.7546
19.44,3,0.0,5,0.48000000000000004,6.48,2015,3,1,6,3,1,1,1,12,9.3312
31.92,4,0.0,2,0.26,7.98,2014,10,4,5,0,0,3,1,14,8.2992
433.568,2,0.2,2,-0.15000000000000002,216.784,2014,10,4,5,0,0,3,0,5,-65.0352
31.104,6,0.2,1,0.35000000000000003,5.184,2015,4,2,0,0,2,3,1,12,10.8864
54.816,3,0.2,1,0.325,18.272000000000002,2015,4,2,0,0,2,3,1,12,17.8152
48.86,7,0.0,4,0.02,6.9799999999999995,2017,11,4,3,3,0,3,1,14,0.9772
14.2,2,0.0,0,0.46,7.1,2016,7,3,4,1,0,2,1,3,6.532
12.96,2,0.0,0,0.4799999999999999,6.48,2016,7,3,4,1,0,2,1,12,6.2208
58.34,2,0.0,0,0.48,29.17,2016,7,3,4,1,0,2,1,3,28.0032
56.3,2,0.0,1,0.28,28.15,2015,11,4,6,0,2,3,1,2,15.764
629.95,5,0.0,5,0.26,125.99000000000001,2014,4,2,0,3,1,2,2,13,163.787
122.97,3,0.0,5,0.49,40.99,2014,4,2,0,3,1,2,1,12,60.2553
46.35,5,0.0,2,0.47000000000000003,9.27,2016,6,2,3,2,0,3,1,12,21.7845
14.976,9,0.2,4,0.3625,1.6640000000000001,2017,3,1,0,3,2,3,1,3,5.4288
4.24,5,0.8,4,-1.5,0.8480000000000001,2017,10,4,5,3,0,0,1,3,-6.36
319.96,4,0.0,6,0.36,79.99,2017,10,4,4,3,2,1,2,0,115.1856
17.04,3,0.0,6,0.45,5.68,2017,10,4,4,3,2,1,1,12,7.668
344.91,3,0.0,6,0.03,114.97000000000001,2017,10,4,4,3,2,1,1,14,10.3473
81.94,1,0.0,2,0.25,81.94,2016,12,4,0,0,1,1,0,4,20.485
98.16,6,0.0,1,0.1,16.36,2016,10,4,4,0,0,1,2,0,9.816
6.874,7,0.8,5,-1.55,0.982,2017,5,2,3,3,1,0,1,3,-10.6547
1.996,1,0.8,5,-1.6500000000000001,1.996,2017,5,2,3,3,1,0,1,3,-3.2934
8.928,2,0.2,5,0.07499999999999998,4.464,2017,5,2,3,3,1,0,1,14,0.6696
9.99,1,0.0,5,0.44999999999999996,9.99,2016,9,3,0,2,1,0,1,12,4.4955
10499.97,3,0.0,5,0.48000000000000004,3499.99,2017,11,4,4,3,0,1,2,6,5039.9856
21.12,5,0.2,0,0.31249999999999994,4.224,2015,7,3,2,1,0,0,1,12,6.6
696.42,2,0.0,4,0.23000000000000004,348.21,2015,11,4,0,3,1,3,0,16,160.1766
304.776,3,0.2,4,0.075,101.592,2015,11,4,0,3,1,3,2,13,22.8582
51.98,2,0.0,4,0.29,25.99,2015,6,2,3,3,0,3,1,2,15.0742
24.7,5,0.0,6,0.42000000000000004,4.9399999999999995,2016,4,2,4,3,0,3,0,9,10.374
21.93,3,0.0,5,0.47000000000000003,7.31,2015,4,2,5,2,0,1,1,10,10.3071
394.816,4,0.2,5,0.23750000000000002,98.704,2016,12,4,5,3,0,1,1,1,93.7688
18.192,4,0.7,5,-0.7999999999999999,4.548,2016,12,4,5,3,0,1,1,3,-14.5536
7.31,1,0.0,0,0.47000000000000003,7.31,2015,12,4,3,1,2,1,1,10,3.4357
799.984,2,0.2,0,0.3125,399.992,2015,12,4,3,1,2,1,2,6,249.995
41.28,6,0.0,0,0.46,6.88,2015,12,4,3,1,2,1,1,12,18.9888
184.66,7,0.0,0,0.46,26.38,2015,12,4,3,1,2,1,1,12,84.9436
49.25,5,0.0,2,0.38,9.85,2014,10,4,4,2,0,1,1,2,18.715
10.16,2,0.0,2,0.47,5.08,2014,10,4,4,2,0,1,1,12,4.7752
14.76,2,0.0,2,0.29000000000000004,7.38,2014,10,4,4,2,0,1,0,9,4.2804
34.08,2,0.0,2,0.46,17.04,2014,10,4,4,2,0,1,1,3,15.6768
17.67,3,0.0,2,0.43999999999999995,5.890000000000001,2014,10,4,4,2,0,1,0,9,7.7748
1604.9,5,0.0,2,0.3,320.98,2014,10,4,4,2,0,1,0,5,481.47
385.686,1,0.3,2,-0.15714285714285714,385.686,2014,10,4,4,2,0,1,0,16,-60.6078
15.984,2,0.2,5,0.3125,7.992,2017,12,4,5,3,0,0,1,12,4.995
9.42,3,0.0,4,0.45,3.14,2014,5,2,0,2,0,2,1,12,4.239
6.56,2,0.0,4,0.29000000000000004,3.28,2014,5,2,0,2,0,2,1,2,1.9024
24.56,2,0.0,4,0.47000000000000003,12.28,2014,5,2,0,2,0,2,1,12,11.5432
128.4,3,0.0,4,0.5,42.800000000000004,2016,3,1,4,3,0,0,1,3,64.2
62.28,4,0.0,4,0.47,15.57,2014,11,4,6,3,0,1,1,7,29.2716
9.24,3,0.0,4,0.48,3.08,2015,2,1,2,3,1,3,1,10,4.4352
482.664,8,0.15,2,0.17647058823529413,60.333,2017,4,2,5,0,1,3,0,4,85.176
4799.984,2,0.2,2,0.075,2399.992,2017,4,2,5,0,1,3,2,11,359.9988
37.94,2,0.0,2,0.4800000000000001,18.97,2017,6,2,6,2,0,3,1,12,18.2112
18.288,6,0.2,2,0.36250000000000004,3.048,2017,6,2,6,2,0,3,1,3,6.6294
385.8,5,0.2,2,0.3375,77.16,2017,6,2,6,2,0,3,2,11,130.2075
102.96,2,0.0,2,0.010000000000000002,51.48,2017,6,2,6,2,0,3,1,14,1.0296
174.42,3,0.0,2,0.24,58.13999999999999,2017,6,2,6,2,0,3,0,4,41.8608
1.964,2,0.8,3,-1.6500000000000001,0.982,2016,9,3,4,0,0,0,1,3,-3.2406
94.428,3,0.6,4,-0.45000000000000007,31.476,2014,12,4,5,3,1,0,0,9,-42.4926
45.92,4,0.0,5,0.47,11.48,2017,11,4,5,3,0,0,1,8,21.5824
61.584,1,0.2,5,-0.1125,61.584,2015,1,1,0,3,2,3,0,5,-6.9282
22.48,1,0.0,2,0.45999999999999996,22.48,2016,3,1,3,0,1,0,1,12,10.3408
332.028,9,0.6,5,-1.0499999999999998,36.892,2017,7,3,2,3,1,0,0,9,-348.6294
11.394,9,0.8,5,-1.5499999999999998,1.266,2017,7,3,2,3,1,0,1,3,-17.6607
15.552,3,0.2,5,0.3625,5.184,2017,7,3,2,3,1,0,1,12,5.6376
31.104,6,0.2,5,0.3625,5.184,2017,7,3,2,3,1,0,1,12,11.2752
6.316,1,0.8,5,-1.6500000000000001,6.316,2017,7,3,2,3,1,0,1,3,-10.4214
